	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1169	3
2	60	14	1155	34
3	90	53	1044	135
4	120	89	894	276
5	150	108	823	353
6	180	112	777	416
7	210	115	784	431
8	240	116	807	438
9	270	116	834	439
10	300	116	863	439
11	330	126	870	440
12	360	213	787	456
13	390	316	666	495
14	420	359	598	549
15	450	391	569	579
16	480	393	582	589
17	510	393	600	592
18	540	393	617	593
19	570	393	640	568
20	600	393	656	481
21	630	411	658	346
22	660	495	594	273
23	690	568	517	222
24	720	597	490	217
25	750	611	492	214
26	780	612	509	211
27	810	612	513	215
28	840	612	533	215
29	870	612	549	206
30	900	612	556	174
31	930	651	530	124
32	960	725	462	95
33	990	799	402	87
34	1020	820	396	89
35	1050	831	396	91
36	1080	832	406	91
37	1110	832	418	92
38	1140	832	430	91
39	1170	832	443	79
40	1200	836	452	66
41	1230	880	427	49
42	1260	931	380	51
43	1290	971	342	61
44	1320	983	337	63
45	1350	987	335	62
46	1380	988	345	62
47	1410	988	353	60
48	1440	988	364	58
