	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	1	1170
2	60	26	16	1167
3	90	144	64	1039
4	120	275	96	902
5	150	356	112	835
6	180	387	119	821
7	210	406	136	810
8	240	446	186	738
9	270	509	208	681
10	300	537	214	662
11	330	551	218	660
12	360	556	250	653
13	390	583	288	615
14	420	603	326	584
15	450	610	335	594
16	480	617	339	595
17	510	621	370	583
18	540	635	413	541
19	570	639	430	527
20	600	538	438	536
21	630	403	443	549
22	660	320	478	530
23	690	285	521	501
24	720	270	559	474
25	750	236	561	484
26	780	175	565	494
27	810	144	582	493
28	840	132	626	459
29	870	131	647	445
30	900	106	652	458
31	930	88	661	468
32	960	82	692	457
33	990	77	724	441
34	1020	78	729	454
35	1050	67	732	470
36	1080	54	742	480
37	1110	50	773	461
38	1140	50	797	449
39	1170	49	804	448
40	1200	49	807	460
41	1230	46	814	472
42	1260	47	841	450
43	1290	52	861	437
44	1320	51	875	442
45	1350	47	876	453
46	1380	44	886	473
47	1410	47	925	445
48	1440	46	946	440
