	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1171	2	0
2	60	1163	23	13
3	90	1050	135	48
4	120	931	261	82
5	150	821	368	108
6	180	775	429	117
7	210	779	443	118
8	240	795	449	118
9	270	813	449	118
10	300	835	451	118
11	330	861	453	118
12	360	891	453	118
13	390	922	457	118
14	420	952	459	118
15	450	916	463	175
16	480	715	507	346
17	510	588	548	453
18	540	536	580	493
19	570	522	587	503
20	600	542	505	504
21	630	557	365	504
22	660	579	257	504
23	690	590	186	504
24	720	626	169	504
25	750	639	162	504
26	780	658	161	504
27	810	687	161	504
28	840	685	162	536
29	870	578	169	654
30	900	469	211	738
31	930	414	228	783
32	960	403	235	793
33	990	414	203	794
34	1020	421	154	795
35	1050	428	123	795
36	1080	449	101	795
37	1110	472	94	795
38	1140	482	93	795
39	1170	501	92	795
40	1200	508	94	795
41	1230	503	94	814
42	1260	420	102	904
43	1290	361	107	977
44	1320	315	119	1021
45	1350	299	126	1037
46	1380	305	123	1040
47	1410	316	90	1040
48	1440	328	60	1040
