	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1165	2
2	60	9	1191	13
3	90	46	1084	124
4	120	71	944	264
5	150	77	921	329
6	180	77	942	341
7	210	77	967	343
8	240	82	987	346
9	270	138	940	376
10	300	189	881	420
11	330	204	866	449
12	360	205	906	463
13	390	205	930	467
14	420	206	973	467
15	450	244	957	475
16	480	309	886	502
17	510	334	858	532
18	540	340	867	540
19	570	340	895	539
20	600	340	917	457
21	630	356	936	302
22	660	441	861	240
23	690	491	815	245
24	720	502	815	261
25	750	504	834	262
26	780	505	861	241
27	810	508	888	201
28	840	569	842	172
29	870	630	785	187
30	900	647	781	205
31	930	654	796	206
32	960	655	818	201
33	990	655	843	182
34	1020	685	836	148
35	1050	766	765	153
36	1080	814	725	163
37	1110	819	736	166
38	1140	821	768	166
39	1170	821	796	157
40	1200	828	818	139
41	1230	897	763	125
42	1260	955	732	126
43	1290	976	734	134
44	1320	978	748	135
45	1350	978	776	133
46	1380	979	793	107
47	1410	1024	769	82
48	1440	1105	702	88
