	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	5	1175
2	60	0	6	1199
3	90	0	9	1251
4	120	0	10	1280
5	150	0	10	1322
6	180	0	10	1358
7	210	0	18	1388
8	240	0	19	1419
9	270	0	22	1472
10	300	0	24	1501
11	330	0	27	1535
12	360	0	27	1584
13	390	0	28	1634
14	420	0	30	1693
15	450	0	34	1733
16	480	0	36	1783
17	510	0	38	1836
18	540	0	37	1881
19	570	0	36	1926
20	600	0	41	1979
21	630	0	47	2029
22	660	0	49	2076
23	690	0	49	2119
24	720	0	43	2170
25	750	0	42	2232
26	780	0	43	2294
27	810	0	49	2347
28	840	0	52	2408
29	870	0	54	2474
30	900	0	56	2529
31	930	0	61	2612
32	960	0	68	2658
33	990	0	69	2727
34	1020	0	68	2769
35	1050	0	67	2843
36	1080	0	69	2903
37	1110	0	65	2990
38	1140	0	66	3061
39	1170	0	68	3131
40	1200	0	76	3209
41	1230	0	84	3275
42	1260	0	86	3330
43	1290	0	86	3424
44	1320	0	83	3504
45	1350	0	87	3606
46	1380	0	87	3675
47	1410	0	91	3751
48	1440	0	90	3826
